id,education_level,stream_or_subject_interest,recommended_degree_or_course,career_field,entry_level_job,mid_level_job,senior_level_job,key_skills_required,recommended_soft_skills,typical_university_subjects,certifications_or_extra_training,industry_growth_in_sri_lanka,global_demand_level,average_starting_salary_lkr,future_salary_range_lkr,remote_work_possibility,freelance_opportunity,automation_risk,job_description
788,Graduate,Arts;Science,BA Psychology,Psychology,Counseling Trainee,Counselor,Consultant Psychologist,Psychological Assessment;Therapy Techniques (CBT);Research Methodology,Empathy;Active Listening;Confidentiality;Patience,Abnormal Psychology;Cognitive Psychology;Developmental Psychology;Counseling,Clinical Psychology Masters;Counseling Diploma;Mental Health First Aid,High,Very High,56000,417000-1670000,Yes,High,Medium,Studying human behavior and helping individuals navigate mental health and emotional challenges.
789,A/L Completed,Arts;Science,BSc Psychology,Psychology,Counseling Trainee,Organizational Psychologist,Chief HR Officer,Psychological Assessment;Therapy Techniques (CBT);Research Methodology,Empathy;Active Listening;Confidentiality;Patience,Abnormal Psychology;Cognitive Psychology;Developmental Psychology;Counseling,Clinical Psychology Masters;Counseling Diploma;Mental Health First Aid,Moderate,Very High,59000,247000-490000,Yes,High,Medium,Studying human behavior and helping individuals navigate mental health and emotional challenges.
790,Career Switcher,Arts;Science,BSc Psychology,Psychology,Assistant Psychologist,Organizational Psychologist,Director of Mental Health Services,Psychological Assessment;Therapy Techniques (CBT);Research Methodology,Empathy;Active Listening;Confidentiality;Patience,Abnormal Psychology;Cognitive Psychology;Developmental Psychology;Counseling,Clinical Psychology Masters;Counseling Diploma;Mental Health First Aid,Moderate,Very High,57000,378000-760000,Yes,High,Medium,Studying human behavior and helping individuals navigate mental health and emotional challenges.
791,O/L Completed,Arts;Science,Certificate in Counseling,Psychology,Assistant Psychologist,Organizational Psychologist,Consultant Psychologist,Psychological Assessment;Therapy Techniques (CBT);Research Methodology,Empathy;Active Listening;Confidentiality;Patience,Abnormal Psychology;Cognitive Psychology;Developmental Psychology;Counseling,Clinical Psychology Masters;Counseling Diploma;Mental Health First Aid,Very High,High,72000,362000-720000,Yes,High,Medium,Studying human behavior and helping individuals navigate mental health and emotional challenges.
792,Diploma Holder,Arts;Science,Certificate in Counseling,Psychology,Counseling Trainee,Counselor,Consultant Psychologist,Psychological Assessment;Therapy Techniques (CBT);Research Methodology,Empathy;Active Listening;Confidentiality;Patience,Abnormal Psychology;Cognitive Psychology;Developmental Psychology;Counseling,Clinical Psychology Masters;Counseling Diploma;Mental Health First Aid,Very High,Very High,75000,527000-1580000,Yes,High,Low,Studying human behavior and helping individuals navigate mental health and emotional challenges.
793,A/L Completed,Arts;Science,BA Psychology,Psychology,HR Assistant,Organizational Psychologist,Consultant Psychologist,Psychological Assessment;Therapy Techniques (CBT);Research Methodology,Empathy;Active Listening;Confidentiality;Patience,Abnormal Psychology;Cognitive Psychology;Developmental Psychology;Counseling,Clinical Psychology Masters;Counseling Diploma;Mental Health First Aid,High,Very High,69000,487000-970000,Yes,High,Low,Studying human behavior and helping individuals navigate mental health and emotional challenges.
794,O/L Completed,Arts;Science,Diploma in Psychology,Psychology,Assistant Psychologist,Organizational Psychologist,Consultant Psychologist,Psychological Assessment;Therapy Techniques (CBT);Research Methodology,Empathy;Active Listening;Confidentiality;Patience,Abnormal Psychology;Cognitive Psychology;Developmental Psychology;Counseling,Clinical Psychology Masters;Counseling Diploma;Mental Health First Aid,Very High,High,80000,389000-1560000,Yes,High,Low,Studying human behavior and helping individuals navigate mental health and emotional challenges.
795,O/L Completed,Arts;Science,Certificate in Counseling,Psychology,Assistant Psychologist,Organizational Psychologist,Consultant Psychologist,Psychological Assessment;Therapy Techniques (CBT);Research Methodology,Empathy;Active Listening;Confidentiality;Patience,Abnormal Psychology;Cognitive Psychology;Developmental Psychology;Counseling,Clinical Psychology Masters;Counseling Diploma;Mental Health First Aid,High,Very High,80000,344000-1370000,Yes,High,Low,Studying human behavior and helping individuals navigate mental health and emotional challenges.
796,O/L Completed,Arts;Science,Diploma in Psychology,Psychology,HR Assistant,Clinical Psychologist,Chief HR Officer,Psychological Assessment;Therapy Techniques (CBT);Research Methodology,Empathy;Active Listening;Confidentiality;Patience,Abnormal Psychology;Cognitive Psychology;Developmental Psychology;Counseling,Clinical Psychology Masters;Counseling Diploma;Mental Health First Aid,Moderate,Medium,68000,523000-1050000,Yes,High,Medium,Studying human behavior and helping individuals navigate mental health and emotional challenges.
797,Career Switcher,Arts;Science,BA Psychology,Psychology,HR Assistant,Organizational Psychologist,Director of Mental Health Services,Psychological Assessment;Therapy Techniques (CBT);Research Methodology,Empathy;Active Listening;Confidentiality;Patience,Abnormal Psychology;Cognitive Psychology;Developmental Psychology;Counseling,Clinical Psychology Masters;Counseling Diploma;Mental Health First Aid,Very High,Medium,57000,327000-980000,Yes,High,Medium,Studying human behavior and helping individuals navigate mental health and emotional challenges.
798,Graduate,Arts;Science,BA Psychology,Psychology,Assistant Psychologist,Clinical Psychologist,Chief HR Officer,Psychological Assessment;Therapy Techniques (CBT);Research Methodology,Empathy;Active Listening;Confidentiality;Patience,Abnormal Psychology;Cognitive Psychology;Developmental Psychology;Counseling,Clinical Psychology Masters;Counseling Diploma;Mental Health First Aid,High,Very High,80000,426000-1280000,Yes,High,Low,Studying human behavior and helping individuals navigate mental health and emotional challenges.
799,O/L Completed,Arts;Science,Certificate in Counseling,Psychology,HR Assistant,Organizational Psychologist,Chief HR Officer,Psychological Assessment;Therapy Techniques (CBT);Research Methodology,Empathy;Active Listening;Confidentiality;Patience,Abnormal Psychology;Cognitive Psychology;Developmental Psychology;Counseling,Clinical Psychology Masters;Counseling Diploma;Mental Health First Aid,High,Very High,75000,256000-1020000,Yes,High,Low,Studying human behavior and helping individuals navigate mental health and emotional challenges.
800,Diploma Holder,Arts;Science,Diploma in Psychology,Psychology,Counseling Trainee,Counselor,Consultant Psychologist,Psychological Assessment;Therapy Techniques (CBT);Research Methodology,Empathy;Active Listening;Confidentiality;Patience,Abnormal Psychology;Cognitive Psychology;Developmental Psychology;Counseling,Clinical Psychology Masters;Counseling Diploma;Mental Health First Aid,Very High,Very High,97000,451000-900000,Yes,High,Low,Studying human behavior and helping individuals navigate mental health and emotional challenges.
801,A/L Completed,Arts;Science,BA Psychology,Psychology,Assistant Psychologist,Counselor,Consultant Psychologist,Psychological Assessment;Therapy Techniques (CBT);Research Methodology,Empathy;Active Listening;Confidentiality;Patience,Abnormal Psychology;Cognitive Psychology;Developmental Psychology;Counseling,Clinical Psychology Masters;Counseling Diploma;Mental Health First Aid,Moderate,Very High,78000,576000-2300000,Yes,High,Medium,Studying human behavior and helping individuals navigate mental health and emotional challenges.
802,A/L Completed,Arts;Science,BSc Psychology,Psychology,Counseling Trainee,Clinical Psychologist,Consultant Psychologist,Psychological Assessment;Therapy Techniques (CBT);Research Methodology,Empathy;Active Listening;Confidentiality;Patience,Abnormal Psychology;Cognitive Psychology;Developmental Psychology;Counseling,Clinical Psychology Masters;Counseling Diploma;Mental Health First Aid,Very High,Medium,69000,540000-2160000,Yes,High,Low,Studying human behavior and helping individuals navigate mental health and emotional challenges.
803,O/L Completed,Arts;Science,Certificate in Counseling,Psychology,HR Assistant,Clinical Psychologist,Consultant Psychologist,Psychological Assessment;Therapy Techniques (CBT);Research Methodology,Empathy;Active Listening;Confidentiality;Patience,Abnormal Psychology;Cognitive Psychology;Developmental Psychology;Counseling,Clinical Psychology Masters;Counseling Diploma;Mental Health First Aid,Moderate,Very High,80000,214000-430000,Yes,High,Low,Studying human behavior and helping individuals navigate mental health and emotional challenges.
804,A/L Pending,Arts;Science,BSc Psychology,Psychology,HR Assistant,Clinical Psychologist,Consultant Psychologist,Psychological Assessment;Therapy Techniques (CBT);Research Methodology,Empathy;Active Listening;Confidentiality;Patience,Abnormal Psychology;Cognitive Psychology;Developmental Psychology;Counseling,Clinical Psychology Masters;Counseling Diploma;Mental Health First Aid,High,Very High,69000,276000-1100000,Yes,High,Medium,Studying human behavior and helping individuals navigate mental health and emotional challenges.
805,A/L Completed,Arts;Science,BA Psychology,Psychology,Counseling Trainee,Clinical Psychologist,Director of Mental Health Services,Psychological Assessment;Therapy Techniques (CBT);Research Methodology,Empathy;Active Listening;Confidentiality;Patience,Abnormal Psychology;Cognitive Psychology;Developmental Psychology;Counseling,Clinical Psychology Masters;Counseling Diploma;Mental Health First Aid,Moderate,Very High,73000,452000-1810000,Yes,High,Low,Studying human behavior and helping individuals navigate mental health and emotional challenges.
806,O/L Completed,Arts;Science,Diploma in Psychology,Psychology,Counseling Trainee,Counselor,Director of Mental Health Services,Psychological Assessment;Therapy Techniques (CBT);Research Methodology,Empathy;Active Listening;Confidentiality;Patience,Abnormal Psychology;Cognitive Psychology;Developmental Psychology;Counseling,Clinical Psychology Masters;Counseling Diploma;Mental Health First Aid,High,Very High,90000,458000-920000,Yes,High,Medium,Studying human behavior and helping individuals navigate mental health and emotional challenges.
807,Diploma Holder,Arts;Science,Diploma in Psychology,Psychology,HR Assistant,Counselor,Director of Mental Health Services,Psychological Assessment;Therapy Techniques (CBT);Research Methodology,Empathy;Active Listening;Confidentiality;Patience,Abnormal Psychology;Cognitive Psychology;Developmental Psychology;Counseling,Clinical Psychology Masters;Counseling Diploma;Mental Health First Aid,Moderate,Very High,67000,376000-1130000,Yes,High,Low,Studying human behavior and helping individuals navigate mental health and emotional challenges.
808,Diploma Holder,Arts;Science,BSc Psychology,Psychology,Assistant Psychologist,Counselor,Director of Mental Health Services,Psychological Assessment;Therapy Techniques (CBT);Research Methodology,Empathy;Active Listening;Confidentiality;Patience,Abnormal Psychology;Cognitive Psychology;Developmental Psychology;Counseling,Clinical Psychology Masters;Counseling Diploma;Mental Health First Aid,Very High,Very High,78000,210000-630000,Yes,High,Medium,Studying human behavior and helping individuals navigate mental health and emotional challenges.
809,Diploma Holder,Arts;Science,Diploma in Psychology,Psychology,Counseling Trainee,Counselor,Director of Mental Health Services,Psychological Assessment;Therapy Techniques (CBT);Research Methodology,Empathy;Active Listening;Confidentiality;Patience,Abnormal Psychology;Cognitive Psychology;Developmental Psychology;Counseling,Clinical Psychology Masters;Counseling Diploma;Mental Health First Aid,High,Very High,86000,340000-1360000,Yes,High,Medium,Studying human behavior and helping individuals navigate mental health and emotional challenges.
